Entry: 2025-07-14 11:41:00, Exit: 2025-07-14 12:08:00, Direction: LONG, Entry Price: 56805.6, Exit Price: 56860.0, Exit Reason: fixed_tp, Result: WIN, P/L: 54.400000000001455
Entry: 2025-07-14 11:58:00, Exit: 2025-07-14 12:08:00, Direction: LONG, Entry Price: 56810.0, Exit Price: 56860.0, Exit Reason: fixed_tp, Result: WIN, P/L: 50.0
Entry: 2025-07-14 11:28:00, Exit: 2025-07-14 12:09:00, Direction: LONG, Entry Price: 56812.4, Exit Price: 56864.4, Exit Reason: fixed_tp, Result: WIN, P/L: 52.0
Entry: 2025-07-14 11:55:00, Exit: 2025-07-14 12:09:00, Direction: LONG, Entry Price: 56810.2, Exit Price: 56864.4, Exit Reason: fixed_tp, Result: WIN, P/L: 54.200000000004366
Entry: 2025-07-14 11:32:00, Exit: 2025-07-14 12:10:00, Direction: LONG, Entry Price: 56814.6, Exit Price: 56865.2, Exit Reason: fixed_tp, Result: WIN, P/L: 50.599999999998545
Entry: 2025-07-14 11:33:00, Exit: 2025-07-14 12:10:00, Direction: LONG, Entry Price: 56815.0, Exit Price: 56865.2, Exit Reason: fixed_tp, Result: WIN, P/L: 50.19999999999709
Entry: 2025-07-14 11:40:00, Exit: 2025-07-14 12:10:00, Direction: LONG, Entry Price: 56814.8, Exit Price: 56865.2, Exit Reason: fixed_tp, Result: WIN, P/L: 50.39999999999418
Entry: 2025-07-14 11:54:00, Exit: 2025-07-14 12:10:00, Direction: LONG, Entry Price: 56815.0, Exit Price: 56865.2, Exit Reason: fixed_tp, Result: WIN, P/L: 50.19999999999709
Entry: 2025-07-14 11:36:00, Exit: 2025-07-14 12:17:00, Direction: LONG, Entry Price: 56817.8, Exit Price: 56874.0, Exit Reason: fixed_tp, Result: WIN, P/L: 56.19999999999709
Entry: 2025-07-14 11:59:00, Exit: 2025-07-14 12:17:00, Direction: LONG, Entry Price: 56819.8, Exit Price: 56874.0, Exit Reason: fixed_tp, Result: WIN, P/L: 54.19999999999709
Entry: 2025-07-14 11:29:00, Exit: 2025-07-14 12:18:00, Direction: LONG, Entry Price: 56830.0, Exit Price: 56880.0, Exit Reason: fixed_tp, Result: WIN, P/L: 50.0
Entry: 2025-07-14 11:31:00, Exit: 2025-07-14 12:18:00, Direction: LONG, Entry Price: 56824.2, Exit Price: 56880.0, Exit Reason: fixed_tp, Result: WIN, P/L: 55.80000000000291
Entry: 2025-07-14 11:50:00, Exit: 2025-07-14 12:18:00, Direction: LONG, Entry Price: 56829.8, Exit Price: 56880.0, Exit Reason: fixed_tp, Result: WIN, P/L: 50.19999999999709
Entry: 2025-07-14 11:57:00, Exit: 2025-07-14 12:18:00, Direction: LONG, Entry Price: 56825.0, Exit Price: 56880.0, Exit Reason: fixed_tp, Result: WIN, P/L: 55.0
Entry: 2025-07-14 11:24:00, Exit: 2025-07-14 12:20:00, Direction: LONG, Entry Price: 56840.2, Exit Price: 56892.2, Exit Reason: fixed_tp, Result: WIN, P/L: 52.0
Entry: 2025-07-14 11:25:00, Exit: 2025-07-14 12:20:00, Direction: LONG, Entry Price: 56841.4, Exit Price: 56892.2, Exit Reason: fixed_tp, Result: WIN, P/L: 50.799999999995634
Entry: 2025-07-14 11:26:00, Exit: 2025-07-14 12:20:00, Direction: LONG, Entry Price: 56832.8, Exit Price: 56892.2, Exit Reason: fixed_tp, Result: WIN, P/L: 59.39999999999418
Entry: 2025-07-14 11:48:00, Exit: 2025-07-14 12:20:00, Direction: LONG, Entry Price: 56836.0, Exit Price: 56892.2, Exit Reason: fixed_tp, Result: WIN, P/L: 56.19999999999709
Entry: 2025-07-14 11:52:00, Exit: 2025-07-14 12:20:00, Direction: LONG, Entry Price: 56830.4, Exit Price: 56892.2, Exit Reason: fixed_tp, Result: WIN, P/L: 61.799999999995634
Entry: 2025-07-14 11:56:00, Exit: 2025-07-14 12:20:00, Direction: LONG, Entry Price: 56831.0, Exit Price: 56892.2, Exit Reason: fixed_tp, Result: WIN, P/L: 61.19999999999709
Entry: 2025-07-14 11:27:00, Exit: 2025-07-14 12:40:00, Direction: LONG, Entry Price: 56842.4, Exit Price: 56896.8, Exit Reason: fixed_tp, Result: WIN, P/L: 54.400000000001455
Entry: 2025-07-14 11:51:00, Exit: 2025-07-14 12:40:00, Direction: LONG, Entry Price: 56842.8, Exit Price: 56896.8, Exit Reason: fixed_tp, Result: WIN, P/L: 54.0
Entry: 2025-07-14 11:22:00, Exit: 2025-07-14 12:52:00, Direction: LONG, Entry Price: 56851.8, Exit Price: 56905.0, Exit Reason: fixed_tp, Result: WIN, P/L: 53.19999999999709
Entry: 2025-07-14 11:21:00, Exit: 2025-07-14 13:00:00, Direction: LONG, Entry Price: 56856.0, Exit Price: 56910.0, Exit Reason: fixed_tp, Result: WIN, P/L: 54.0
Entry: 2025-07-14 11:23:00, Exit: 2025-07-14 13:00:00, Direction: LONG, Entry Price: 56860.0, Exit Price: 56910.0, Exit Reason: fixed_tp, Result: WIN, P/L: 50.0
Entry: 2025-07-14 10:39:00, Exit: 2025-07-14 13:29:00, Direction: LONG, Entry Price: 56944.0, Exit Price: 56914.8, Exit Reason: final_close, Result: LOSS, P/L: -29.19999999999709
Entry: 2025-07-14 10:40:00, Exit: 2025-07-14 13:29:00, Direction: LONG, Entry Price: 56936.0, Exit Price: 56914.8, Exit Reason: final_close, Result: LOSS, P/L: -21.19999999999709
Entry: 2025-07-14 10:46:00, Exit: 2025-07-14 13:29:00, Direction: LONG, Entry Price: 56943.0, Exit Price: 56914.8, Exit Reason: final_close, Result: LOSS, P/L: -28.19999999999709
Entry: 2025-07-14 10:47:00, Exit: 2025-07-14 13:29:00, Direction: LONG, Entry Price: 56924.8, Exit Price: 56914.8, Exit Reason: final_close, Result: LOSS, P/L: -10.0
Entry: 2025-07-14 10:51:00, Exit: 2025-07-14 13:29:00, Direction: LONG, Entry Price: 56910.0, Exit Price: 56914.8, Exit Reason: final_close, Result: WIN, P/L: 4.80000000000291
Entry: 2025-07-14 10:52:00, Exit: 2025-07-14 13:29:00, Direction: LONG, Entry Price: 56912.0, Exit Price: 56914.8, Exit Reason: final_close, Result: WIN, P/L: 2.8000000000029104
Entry: 2025-07-14 10:53:00, Exit: 2025-07-14 13:29:00, Direction: LONG, Entry Price: 56914.2, Exit Price: 56914.8, Exit Reason: final_close, Result: WIN, P/L: 0.6000000000058208
Entry: 2025-07-14 10:54:00, Exit: 2025-07-14 13:29:00, Direction: LONG, Entry Price: 56902.2, Exit Price: 56914.8, Exit Reason: final_close, Result: WIN, P/L: 12.60000000000582
Entry: 2025-07-14 10:55:00, Exit: 2025-07-14 13:29:00, Direction: LONG, Entry Price: 56912.0, Exit Price: 56914.8, Exit Reason: final_close, Result: WIN, P/L: 2.8000000000029104
Entry: 2025-07-14 10:59:00, Exit: 2025-07-14 13:29:00, Direction: LONG, Entry Price: 56895.2, Exit Price: 56914.8, Exit Reason: final_close, Result: WIN, P/L: 19.60000000000582
Entry: 2025-07-14 11:00:00, Exit: 2025-07-14 13:29:00, Direction: LONG, Entry Price: 56890.0, Exit Price: 56914.8, Exit Reason: final_close, Result: WIN, P/L: 24.80000000000291
Entry: 2025-07-14 11:18:00, Exit: 2025-07-14 13:29:00, Direction: LONG, Entry Price: 56872.0, Exit Price: 56914.8, Exit Reason: final_close, Result: WIN, P/L: 42.80000000000291
Entry: 2025-07-14 12:21:00, Exit: 2025-07-14 13:29:00, Direction: LONG, Entry Price: 56879.2, Exit Price: 56914.8, Exit Reason: final_close, Result: WIN, P/L: 35.60000000000582
Entry: 2025-07-14 12:22:00, Exit: 2025-07-14 13:29:00, Direction: LONG, Entry Price: 56875.4, Exit Price: 56914.8, Exit Reason: final_close, Result: WIN, P/L: 39.400000000001455
Entry: 2025-07-14 12:23:00, Exit: 2025-07-14 13:29:00, Direction: LONG, Entry Price: 56872.6, Exit Price: 56914.8, Exit Reason: final_close, Result: WIN, P/L: 42.200000000004366
Entry: 2025-07-14 12:31:00, Exit: 2025-07-14 13:29:00, Direction: LONG, Entry Price: 56877.8, Exit Price: 56914.8, Exit Reason: final_close, Result: WIN, P/L: 37.0
Entry: 2025-07-14 12:32:00, Exit: 2025-07-14 13:29:00, Direction: LONG, Entry Price: 56870.0, Exit Price: 56914.8, Exit Reason: final_close, Result: WIN, P/L: 44.80000000000291
Entry: 2025-07-14 12:47:00, Exit: 2025-07-14 13:29:00, Direction: LONG, Entry Price: 56895.2, Exit Price: 56914.8, Exit Reason: final_close, Result: WIN, P/L: 19.60000000000582
Entry: 2025-07-14 12:48:00, Exit: 2025-07-14 13:29:00, Direction: LONG, Entry Price: 56890.2, Exit Price: 56914.8, Exit Reason: final_close, Result: WIN, P/L: 24.60000000000582
Entry: 2025-07-14 12:49:00, Exit: 2025-07-14 13:29:00, Direction: LONG, Entry Price: 56890.0, Exit Price: 56914.8, Exit Reason: final_close, Result: WIN, P/L: 24.80000000000291
Entry: 2025-07-14 12:50:00, Exit: 2025-07-14 13:29:00, Direction: LONG, Entry Price: 56880.2, Exit Price: 56914.8, Exit Reason: final_close, Result: WIN, P/L: 34.60000000000582
Entry: 2025-07-14 12:51:00, Exit: 2025-07-14 13:29:00, Direction: LONG, Entry Price: 56885.8, Exit Price: 56914.8, Exit Reason: final_close, Result: WIN, P/L: 29.0
Entry: 2025-07-14 12:52:00, Exit: 2025-07-14 13:29:00, Direction: LONG, Entry Price: 56905.0, Exit Price: 56914.8, Exit Reason: final_close, Result: WIN, P/L: 9.80000000000291
Entry: 2025-07-14 12:53:00, Exit: 2025-07-14 13:29:00, Direction: LONG, Entry Price: 56898.2, Exit Price: 56914.8, Exit Reason: final_close, Result: WIN, P/L: 16.60000000000582
Entry: 2025-07-14 12:54:00, Exit: 2025-07-14 13:29:00, Direction: LONG, Entry Price: 56890.2, Exit Price: 56914.8, Exit Reason: final_close, Result: WIN, P/L: 24.60000000000582
Entry: 2025-07-14 12:55:00, Exit: 2025-07-14 13:29:00, Direction: LONG, Entry Price: 56869.6, Exit Price: 56914.8, Exit Reason: final_close, Result: WIN, P/L: 45.200000000004366
Entry: 2025-07-14 12:56:00, Exit: 2025-07-14 13:29:00, Direction: LONG, Entry Price: 56889.0, Exit Price: 56914.8, Exit Reason: final_close, Result: WIN, P/L: 25.80000000000291
Entry: 2025-07-14 12:57:00, Exit: 2025-07-14 13:29:00, Direction: LONG, Entry Price: 56876.0, Exit Price: 56914.8, Exit Reason: final_close, Result: WIN, P/L: 38.80000000000291
Entry: 2025-07-14 12:58:00, Exit: 2025-07-14 13:29:00, Direction: LONG, Entry Price: 56880.2, Exit Price: 56914.8, Exit Reason: final_close, Result: WIN, P/L: 34.60000000000582
Entry: 2025-07-14 12:59:00, Exit: 2025-07-14 13:29:00, Direction: LONG, Entry Price: 56885.2, Exit Price: 56914.8, Exit Reason: final_close, Result: WIN, P/L: 29.60000000000582
Entry: 2025-07-14 13:21:00, Exit: 2025-07-14 13:29:00, Direction: LONG, Entry Price: 56883.6, Exit Price: 56914.8, Exit Reason: final_close, Result: WIN, P/L: 31.200000000004366
Entry: 2025-07-14 13:22:00, Exit: 2025-07-14 13:29:00, Direction: LONG, Entry Price: 56883.2, Exit Price: 56914.8, Exit Reason: final_close, Result: WIN, P/L: 31.60000000000582
Entry: 2025-07-14 13:25:00, Exit: 2025-07-14 13:29:00, Direction: LONG, Entry Price: 56908.2, Exit Price: 56914.8, Exit Reason: final_close, Result: WIN, P/L: 6.600000000005821
Entry: 2025-07-14 13:26:00, Exit: 2025-07-14 13:29:00, Direction: LONG, Entry Price: 56895.2, Exit Price: 56914.8, Exit Reason: final_close, Result: WIN, P/L: 19.60000000000582
Entry: 2025-07-14 13:27:00, Exit: 2025-07-14 13:29:00, Direction: LONG, Entry Price: 56896.8, Exit Price: 56914.8, Exit Reason: final_close, Result: WIN, P/L: 18.0
Entry: 2025-07-14 13:28:00, Exit: 2025-07-14 13:29:00, Direction: LONG, Entry Price: 56888.8, Exit Price: 56914.8, Exit Reason: final_close, Result: WIN, P/L: 26.0
